6165,Rap
376636,Chart History
376636,Rap
1236,R&B
1236,Pop
916,Rap
916,Pop
463,Soundtrack
463,Interscope Records
463,Aftermath Entertainment
463,Shady Records
463,Detroit
463,Pop
463,Rap
2545,Pop
2545,R&B
59166,Pop
71276,Pop-Rock
71276,Ireland
71276,Pop
25996,Electro-Pop
25996,Dance-Pop
25996,Pop
10692,Rap
54831,Republic Records
54831,Universal Republic Records
54831,Synth-Pop
54831,Electronic
54831,Memes
54831,Pop
57432,R&B
57432,Rap
576,Toronto
576,Young Money
576,R&B
576,YMCMB
576,OVO
576,Canada
576,Rap
1189,Electronic
1189,Electro-Pop
1189,Synth-Pop
1189,Eurodance
1189,Dance-Pop
1189,Pop
60567,Pop
60567,R&B
2549,Pop
2549,R&B
2549,Hip-Hop
2549,Rap
395,Rap
1806,Electro-Pop
1806,Pop
1806,Rap
30258,Rap
441357,Jazz
441357,Pop
20066,Rap
5070,Young Money
5070,Republic Records
5070,Universal Republic Records
5070,YMCMB
5070,Southern
5070,New Orleans
5070,UK
5070,Pop
5070,R&B
5070,Rap
66262,Alternative Dance
66262,Techno
66262,New Wave
66262,Electronica
66262,Chiptune
66262,Electro
66262,Electro-Pop
66262,Electronic
66262,Synth-Pop
66262,Pop
6028,Pop
6028,R&B
566,Canada
566,Rap
566,Pop
209173,Pop
2520,Pop Country
2520,Power Pop
2520,Big Machine Records
2520,Country
2520,Pop
89440,Roc Nation
89440,R&B
89440,Pop
382266,Adult Alternative
382266,Adult Contemporary
382266,Alternative Rock
382266,Christian
382266,Pop-Rock
382266,Rock
382266,Pop
934,Def Jam Recordings
934,Trap
934,Rap
3051617,Non-Music
25977,Electro-Pop
25977,Dance-Pop
25977,Rap
25977,Pop
1378,R&B
1378,Rap
67651,R&B
67651,Rap
135916,Pop
135916,Pop-Rock
135916,Rock
366177,Rock
366177,Pop-Rock
396,Rap
98869,Big Machine Records
98869,Country
98869,Pop
10695,Pop
10695,New Wave
10695,Dance-Pop
26003,Electronic Pop
26003,Electronic
26003,Electro
26003,Dance-Pop
26003,Electro-Pop
26003,Pop
322,OVO
322,YMCMB
322,Canada
322,Producer 
322,Rap
66489,Adult Alternative
66489,Adult Contemporary
66489,Alternative Dance
66489,Alternative Rock
66489,New Wave
66489,Pop-Rock
66489,Pop
66489,Rock
72945,Pop
1238,Power Pop
1238,Pop-Rock
1238,Pop
1238,Rap
153998,Dance-Pop
153998,Pop
35396,Rap
685,Young Money
685,YMCMB
685,Pop
685,Rap
2509,Pop
1406,R&B
1406,Rap
89663,Electronic
89663,Dance
89663,Electro-Pop
89663,Pop
50571,R&B
50571,Rap
214307,Producer 
214307,Young Money
214307,Toronto
214307,OVO
214307,Canada
214307,YMCMB
214307,Rap
642957,Country
642957,Pop
113270,Dance-Pop
113270,Rap
113270,Pop
63434,R&B
63434,Pop
5004,Rap
83577,Classical Music
83577,Adult Alternative
83577,Adult Contemporary
83577,Ballad
83577,Pop-Rock
83577,Baroque Pop
83577,Classical Crossover
83577,Pop
83577,Rock
57702,Electro-Pop
57702,Teen Pop
57702,Dance-Pop
57702,Pop
1828489,R&B
1828489,Soul
1828489,Rap
1828489,Soul Pop
1828489,Pop
732,West Coast
732,Compton
732,MMG
732,Atlanta
732,Southern
732,Florida
732,R&B
732,Pop
732,Rap
673,Rap
445543,Country
445543,Rock
2866383,Pop
2866383,R&B
419860,Producer 
419860,R&B
419860,Pop
187443,Country
187443,Pop
480,Rap
56878,R&B
56878,Pop
51003,Pop-Rock
51003,Pop
51003,Rock
144193,Country
1829,Electro-Pop
1829,Pop
896,Rap
195415,Country
195415,Rock
57370,Country
135067,Pop-Punk
135067,Fueled By Ramen
135067,Rock
196178,Country
196178,Rock
392331,Pop-Rock
392331,Piano
392331,Indie Pop
392331,Pop
392331,Rock
392255,Rock
1222,Rap
776469,R&B
776469,Soul
776469,Soul Pop
776469,Pop
253672,Country
253672,Rock
61289,Pop
61289,Blues
61289,Adult Alternative
61289,Adult Contemporary
61289,Blue-Eyed Soul
61289,Soul
6399,Electro-Hop
6399,Electro-Pop
6399,Electronic
6399,Dance-Pop
6399,Dance
6399,Memes
6399,Rap
6399,Pop
2563,Dance-Pop
2563,Rock
2563,Pop
196096,Electronic
196096,Pop
49268,R&B
49268,Electro-Pop
49268,Pop
49268,Rap
58988,Piano
58988,Soul Pop
58988,Soul
58988,Ballad
58988,Adult Contemporary
58988,R&B
58988,Pop
2110,Young Money
2110,YMCMB
2110,Pop
2110,Rap
55583,Pop
10630,Pop
10630,Electronic
10630,Rap
49261,Dance-Pop
49261,Dance
49261,Rap
49261,Pop
4580,R&B
4580,Roc Nation
4580,Pop
1429,Adult Alternative
1429,Memes
1429,Columbia Records
1429,Electronic Rock
1429,Electro-Pop
1429,Electronic
1429,Pop-Rock
1429,Indie
1429,Indie Pop
1429,Indie Rock
1429,Pop
1429,Alternative Pop
1429,Alternative
1429,Alternative Rock
1429,Rock
72010,Dance-Pop
72010,Pop
724006,Ballad
724006,Adult Contemporary
724006,Soul Pop
724006,Soul
724006,R&B
724006,Pop
205784,Pop
195265,Pop-Rock
195265,Pop
195265,Rock
4320,Electronic
4320,Electro-Pop
4320,Synth-Pop
4320,Disco
4320,LGBTQ+
4320,Pop
3176088,List
3176088,Horror
3176088,Fantasy Fiction
3176088,Non-Music
1812,Roc Nation
1812,Rap
1812,R&B
1812,Pop
3046,YMCMB
3046,Young Money
3046,RCA
3046,Producer 
3046,Southern
3046,New Orleans
3046,New York
3046,Brooklyn
3046,East Coast
3046,Rap
4164,R&B
4164,Rap
50405,R&B
50405,Pop
50405,Rap
51294,Easy Listening
51294,Soul Pop
51294,Adult Alternative
51294,Adult Contemporary
51294,Ballad
51294,Piano
51294,Pop
51294,Soul
338330,Pop
338330,Adult Alternative
338330,Adult Contemporary
338330,Pop-Rock
338330,Rock
49966,Pop-Rock
49966,R&B
49966,Pop
193718,Electro-Pop
193718,Dance-Pop
193718,Pop
1677,Rap
49946,Electronic Rock
49946,Electronic
49946,Electro-Pop
49946,Disco
49946,Dance-Pop
49946,Pop
5379,Pop
1210,Pop
1210,Rap
51344,Alternative Rock
51344,Pop-Rock
51344,Dance-Pop
51344,Pop
51344,Rock
25986,Electro-Pop
25986,Pop
50620,Aftermath Entertainment
50620,Interscope Records
50620,Shady Records
50620,Detroit
50620,Pop
50620,Rap
57370,Country
51371,R&B
51371,Pop-Rock
51371,Pop
51371,Rap
10638,Rap
2338,Rap
2338,R&B
1844,Electro-Pop
1844,Pop
1844,Rap
89440,Roc Nation
89440,R&B
89440,Pop
2635,YMCMB
2635,Producer 
2635,Memes
2635,Rap
49845,Country
67278,Country
67278,Rock
5807,Electro-Pop
5807,Pop
1051,Trap
1051,Rap
50505,Dance-Pop
50505,Pop
50025,Universal
50025,Motown
50025,New Orleans
50025,MMG
50025,Southern
50025,Florida
50025,Young Money
50025,Toronto
50025,Producer 
50025,YMCMB
50025,Canada
50025,OVO
50025,Rap
52857,Dance
52857,Pop
52857,Blues
52857,Rock
55994,Electro House
55994,Eurodance
55994,Dance-Pop
55994,Pop
2045,OVO
2045,Young Money
2045,YMCMB
2045,Rap
2059,Interscope Records
2059,Aftermath Entertainment
2059,Shady Records
2059,West Coast
2059,Rap
2549,Pop
2549,R&B
2549,Hip-Hop
2549,Rap
5026,R&B
5026,Rap
